Word;POS;Polarity;#+;#-;#0;#iteration
zangar-se;vrb;+;2;0;1;3;
encanzinar;vrb;+;2;0;0;3;
escritura;nom;+;1;0;0;4;
quitabo;nom;+;1;0;0;5;
introduzir;vrb;0;2;0;4;2;
intratável;adj;-;2;3;0;4;
desconversável;adj;-;0;1;0;5;
janota;adj,nom;+;5;0;0;4;
liró;adj;+;2;0;0;4;
engrandecer;vrb;+;1;0;0;0;
avultar;vrb;+;1;0;0;1;
intento;nom;+;8;0;0;3;
intuito;nom;+;7;0;0;3;
golpe;nom;-;1;3;0;3;
ferimento;nom;-;0;2;0;4;
atormentar;vrb;-;0;3;2;2;
tratear;vrb;-;0;1;0;3;
sevo;adj;-;0;2;0;3;
cozimento;nom;A;1;1;0;5;
favor;nom;+;12;3;0;3;
benesse;nom;+;3;0;0;4;
susto;nom;-;0;5;0;3;
espavento;nom;-;0;1;0;2;
teimoso;adj,nom;-;2;4;0;3;
exprobração;nom;+;2;1;0;5;
objurgatória;nom;+;1;0;0;4;
desassossego;nom;-;0;2;0;2;
turvação;nom;-;0;5;0;3;
encolerizar;vrb;+;2;1;0;4;
agitar;vrb;0;2;1;5;3;
sobressaltar;vrb;A;3;1;3;3;
esclerótica;nom;+;1;0;0;4;
clara;nom;+;2;0;0;5;
organização;nom;+;10;0;0;3;
tessitura;nom;+;2;0;0;3;
conquistar;vrb;+;10;0;0;3;
obter;vrb;+;6;0;2;2;
dissimulado;adj,nom;A;3;3;0;3;
secreto;adj;+;6;0;0;3;
dilatar-se;vrb;+;2;0;0;3;
inchar;vrb;+;1;0;0;2;
férvido;adj;-;1;3;0;4;
desabrido;adj;-;0;9;0;3;
caniçada;nom;+;1;0;0;6;
sebe;nom;+;5;1;0;5;
adelo;nom;-;0;1;0;7;
algibebe;nom;-;0;1;0;8;
desarranjado;adj;-;0;3;0;4;
desalinhado;adj;-;0;1;0;5;
vulgar;adj,vrb,nom;-;1;3;1;2;
frequente;adj;0;0;1;2;2;
ofender;vrb;A;0;1;1;2;
chocar;vrb;+;6;1;0;3;
estender-se;vrb;+;3;0;1;3;
espichar;vrb;+;3;0;1;4;
traquina;adj,nom;-;0;4;0;3;
rabicho;adj,nom;-;0;1;0;2;
biografia;nom;-;0;1;0;4;
história;nom;-;2;3;0;3;
vaidoso;adj,nom;A;2;2;0;3;
entojado;adj;+;2;0;0;4;
ultrapassado;adj;-;1;2;0;3;
batido;adj;-;0;2;0;2;
parecença;nom;+;3;0;0;4;
vislumbre;nom;+;5;0;0;4;
finório;adj,nom;-;0;2;0;2;
maltês;adj,nom;-;0;1;0;3;
enredo;nom;+;2;0;0;2;
fábula;nom;-;1;2;0;3;
oportunidade;nom;+;3;0;0;3;
jazigo;nom;+;3;0;0;4;
arrepio;nom;-;0;1;0;4;
arrepiamento;nom;-;0;1;0;5;
recado;nom;+;4;0;0;3;
mandarete;nom;+;1;0;0;4;
interrupção;nom;+;4;0;0;3;
ruptura;nom;+;6;0;0;4;
rebaixamento;nom;+;2;0;0;3;
plebeização;nom;+;1;0;0;4;
sujar;vrb;-;0;4;3;3;
ensebar;vrb;-;0;1;0;4;
malicioso;adj,nom;-;0;2;0;2;
frescalhão;adj;-;0;1;0;3;
desencaracolar;vrb;+;2;0;0;4;
desanelar;vrb;+;1;0;0;5;
oprimir;vrb;-;0;2;0;1;
iluminação;nom;+;1;0;0;2;
luminária;nom;+;1;0;0;3;
escuridão;nom;-;0;1;0;2;
neblina;nom;-;0;1;0;3;
apreciado;adj;+;2;0;0;5;
julgado;adj,nom;+;4;0;0;4;
ambicioso;adj,nom;-;0;2;0;3;
voraz;adj;-;0;5;0;4;
série;nom;+;2;0;1;3;
rosário;nom;+;2;0;0;4;
extremo;nom,adj;+;4;2;1;3;
abismo;nom;+;3;0;0;4;
sazonamento;nom;+;1;0;0;7;
sazonação;nom;+;1;0;0;8;
impropério;nom;-;0;3;0;4;
baldão;nom;-;0;1;0;3;
respigar;vrb;+;3;0;0;4;
forragear;vrb;+;2;0;1;3;
velhaco;adj,nom;-;1;6;0;3;
solerte;adj,nom;-;1;3;0;3;
arrizar;vrb;+;1;0;0;4;
arriçar;vrb;+;1;0;0;3;
melancólico;adj;-;0;3;0;3;
atrabiliário;adj;-;0;4;0;3;
modelar;vrb,adj;+;2;0;0;2;
plasmar;vrb;+;1;0;0;3;
revelar;vrb;+;3;0;1;2;
trair;vrb;+;3;0;1;3;
espreitante;nom;+;1;0;0;5;
espreitador;nom;+;1;0;0;4;
congestionado;adj;-;2;4;0;5;
envinagrado;adj;-;0;2;0;4;
apogeu;nom;+;2;0;0;4;
coronal;nom,adj;+;4;0;0;4;
enumerar;vrb;+;1;0;0;3;
declinar;vrb;A;1;1;0;2;
ferir;vrb;A;1;0;1;2;
frechar;vrb;+;2;0;0;3;
corromper;vrb;+;5;3;3;3;
adulterar;vrb;0;2;0;3;3;
agasalhar-se;vrb;0;0;0;1;3;
forrar;vrb;0;2;0;3;3;
medo;nom;-;1;7;0;4;
cagaço;nom;-;0;3;0;4;
engarapar;vrb;+;1;0;0;4;
textual;adj;+;1;0;0;2;
grosseiro;adj,nom;-;1;10;1;2;
rudimentar;adj;+;2;1;0;3;
incompetência;nom;+;2;1;0;4;
imperícia;nom;+;2;1;0;4;
mania;nom;-;2;3;0;2;
veneta;nom;+;1;0;0;3;
discrepância;nom;-;0;5;0;5;
incongruência;nom;-;0;2;0;6;
irrequieto;adj;-;0;1;0;1;
mexediço;adj;-;0;1;0;2;
humilhado;adj;-;0;1;0;3;
penhado;adj;-;0;1;0;4;
ímpeto;nom;-;1;2;1;2;
furor;nom;-;1;3;0;2;
símbolo;nom;+;2;0;1;3;
tipo;nom;A;0;1;1;2;
ardil;nom;A;2;2;0;1;
cavilação;nom;-;0;1;0;2;
obrigar;vrb;A;1;2;2;3;
sujeitar;vrb;-;2;7;5;3;
monopólio;nom;+;1;0;0;4;
exclusivo;nom,adj;+;5;0;0;3;
sova;nom;-;1;3;0;3;
fubecada;nom;-;0;3;0;4;
consolar;vrb;-;2;3;0;4;
ressaciar;vrb;-;0;1;0;5;
fabulação;nom;-;0;1;0;3;
pilar;nom,vrb;+;3;0;0;4;
poste;nom;+;2;0;0;4;
acumular-se;vrb;+;3;0;0;3;
amontanhar;vrb;+;2;0;0;2;
bêbedo;adj,nom;-;1;5;0;3;
tachado;adj;-;0;1;0;4;
quadro;nom;+;4;0;0;4;
vista;nom;+;7;1;0;4;
transmitir;vrb;0;3;0;4;3;
conduzir;vrb;0;3;0;5;3;
inquietação;nom;-;1;2;0;2;
morte;nom;+;2;1;0;3;
túmulo;nom;+;2;0;0;4;
raer;vrb;0;0;0;1;6;
ranhar;vrb;0;0;0;1;5;
cavalgadura;nom;-;0;2;0;3;
burro;nom,adj;-;0;1;0;3;
inexperiente;adj,nom;+;4;1;0;3;
novel;adj;+;3;0;0;4;
alisar;vrb;-;2;4;0;3;
brunir;vrb;+;1;0;0;3;
entusiasmo;nom;+;2;1;0;2;
esgotamento;nom;A;1;0;1;3;
opor-se;vrb;+;5;0;3;3;
combater;vrb;0;1;0;2;3;
sedutor;adj,nom;+;2;0;0;3;
conquistador;adj,nom;A;1;1;0;4;
assomar;vrb;+;5;0;0;3;
provido;adj;+;1;0;0;3;
ocupado;adj;+;4;0;0;4;
estupidamente;adv;0;0;0;1;2;
irracionalmente;adv;0;0;0;1;3;
esconderijo;nom;+;4;1;0;3;
receptáculo;nom;+;2;0;0;4;
unido;adj;+;5;0;0;4;
pegado;adj;+;1;0;0;3;
afectividade;nom;+;1;0;0;4;
afectuosidade;nom;+;1;0;0;5;
vendilhão;nom;-;0;1;0;5;
revendão;nom;-;0;1;0;6;
portar-se;vrb;A;1;0;1;2;
haver;vrb,nom;0;0;0;1;1;
erro;nom;+;3;2;0;2;
afectuosamente;adv;0;0;0;2;3;
meigamente;adv;0;0;0;1;4;
impugnar;vrb;+;5;0;1;4;
adversar;vrb;+;2;0;0;4;
exorbitância;nom;-;0;1;0;5;
traço;nom;+;7;0;0;3;
alegação;nom;+;4;0;0;4;
asserção;nom;+;2;0;0;3;
brinquedo;nom;+;4;0;0;3;
dixe;nom;+;1;0;0;4;
curato;nom;+;1;0;0;4;
curado;nom,adj;+;1;0;0;3;
desprimor;nom;-;0;1;0;4;
desapuro;nom;-;0;1;0;3;
condescender;vrb;-;0;1;0;2;
vergar;vrb;-;0;2;0;1;
marca;nom;+;6;0;0;3;
andrajoso;adj,nom;-;0;4;0;5;
farrapento;adj;-;0;1;0;6;
custo;nom;+;2;1;0;3;
importe;nom;+;2;0;0;3;
convulso;adj;-;0;2;0;4;
frenético;adj;-;0;2;0;3;
calmo;adj;+;4;0;0;3;
pacato;adj;+;4;0;0;3;
montaria;nom;A;1;1;0;2;
bandido;nom,adj;-;0;1;0;3;
pistoleiro;nom;-;0;1;0;4;
provar;vrb;+;7;0;0;3;
degustar;vrb;+;2;0;0;4;
maciço;adj,nom;+;1;0;0;3;
material;adj,nom;-;2;3;0;3;
separar-se;vrb;+;8;0;0;3;
desafeiçoar;vrb;0;1;0;2;3;
motejador;adj,nom;A;1;1;0;4;
bexigueiro;adj;-;0;1;0;4;
compadecer-se;vrb;-;0;1;0;2;
amercear;vrb;-;0;1;0;3;
sim;adv,nom;+;2;0;0;4;
pois;adv;+;1;0;0;4;
zaragateiro;adj,nom;-;0;2;0;4;
milandeiro;adj;-;0;2;0;5;
enredar-se;vrb;-;0;2;1;3;
entaramelar;vrb;-;0;1;0;2;
misturar;vrb;A;0;4;4;2;
emaranhar;vrb;-;0;1;0;2;
porcaria;nom;-;1;4;0;3;
caçurro;nom;-;0;1;0;4;
altercar;vrb;A;1;1;0;3;
precipício;nom;+;2;1;0;3;
barranco;nom;-;1;2;0;4;
imputar;vrb;0;0;0;1;1;
carregar;vrb;+;2;1;1;2;
predispor;vrb;A;0;1;1;3;
inclinar;vrb;-;0;3;0;2;
irrevogável;adj;-;0;1;0;3;
último;adj;-;1;2;1;3;
consumido;adj;-;0;4;0;3;
verminado;adj;-;0;2;0;4;
exemplar;adj,nom;A;1;0;1;1;
normal;adj;0;0;0;1;0;
abafar;vrb;A;3;3;0;3;
persistir;vrb;+;2;0;0;4;
continuar;vrb;+;5;0;0;3;
recolher-se;vrb;+;1;0;0;4;
retirar;vrb;+;4;0;2;3;
iluminar;vrb;A;2;0;2;4;
alumiar;vrb;A;2;0;2;4;
pessoal;adj,nom;+;2;0;0;3;
uso;nom;+;10;1;0;3;
serventia;nom;+;8;0;0;4;
destruir;vrb;-;4;6;1;2;
desbaratar;vrb;-;0;3;2;3;
deixar;vrb;+;3;0;1;3;
adventício;adj,nom;+;3;0;0;4;
arribadiço;adj;+;1;0;0;5;
consórcio;nom;+;1;0;0;4;
enlace;nom;A;1;1;0;3;
trissar;vrb;+;1;0;0;7;
grinfar;vrb;+;2;0;0;7;
tempestuoso;adj;-;1;4;0;3;
fervente;adj;-;1;2;0;4;
estupidez;nom;-;0;6;0;3;
materialidade;nom;-;0;1;0;4;
sossegar;vrb;-;2;4;1;4;
repousar;vrb;A;1;0;1;4;
liquidar;vrb;+;3;1;0;3;
cambalear;vrb;A;1;1;0;3;
pulo;nom;-;1;2;0;3;
cabriola;nom;+;3;1;0;4;
embebido;adj;+;2;0;0;4;
prenhe;adj;+;3;0;0;3;
evidente;adj;+;5;0;0;3;
luminoso;adj;+;8;1;0;4;
desfiar;vrb;0;0;0;1;4;
desfibrar;vrb;A;1;0;1;5;
ralhar;vrb;0;0;0;2;3;
gritar;vrb;+;3;0;2;4;
arvoredo;nom;-;0;1;0;5;
mata;nom;-;0;2;0;4;
guarda-fiscal;nom;-;0;1;0;4;
fiscal;nom;-;0;1;0;3;
desagradável;adj;-;0;4;0;3;
injucundo;adj;-;0;2;0;3;
soterrar;vrb;0;0;0;1;4;
enterrar;vrb;0;2;2;3;3;
desaire;nom;-;0;1;0;3;
cheque;nom;A;1;1;0;4;
esgrouviado;adj;-;1;3;0;4;
entresilhado;adj;-;0;1;0;3;
alto;nom,adj,adv;+;5;1;0;2;
viso;nom;+;2;0;0;3;
fúria;nom;-;1;4;0;3;
braveza;nom;-;0;4;0;2;
difícil;adj,nom;-;0;2;0;1;
crítico;adj,nom;-;0;2;0;2;
mesureiro;nom,adj;+;3;0;0;4;
reverenciador;nom;+;1;0;0;5;
arcar;vrb;+;4;3;0;3;
medir;vrb;+;3;0;1;2;
conceber;vrb;+;1;0;0;1;
fecundar;vrb;+;3;0;0;2;
lapso;nom;+;2;1;1;3;
baratar;vrb;-;0;2;0;3;
pirar-se;vrb;+;1;0;0;6;
pisgar-se;vrb;+;2;0;0;5;
desconjuntado;adj;-;0;4;0;4;
desmantelado;adj;-;0;1;0;3;
harmonioso;adj;+;7;0;0;2;
mélico;adj;+;3;0;0;3;
grandeza;nom;+;3;0;1;2;
postura;nom;+;1;0;0;2;
atitude;nom;+;2;0;0;2;
bosque;nom;-;0;1;0;4;
floresta;nom;-;0;1;0;3;
indelicadamente;adv;-;0;1;0;5;
incorrectamente;adv;-;0;1;0;4;
sucesso;nom;+;4;0;0;3;
evento;nom;+;3;1;0;3;
progresso;nom;0;0;0;3;1;
ascenso;nom,adj;A;1;0;1;2;
subsídio;nom;+;4;0;0;4;
adminículo;nom;+;3;0;0;4;
fundação;nom;+;2;0;0;3;
infra-estrutura;nom;+;1;0;0;4;
referir;vrb;0;0;0;1;0;
ervilhas;nom;+;1;0;0;6;
orelhas-de-abade;nom;+;1;0;0;7;
defender-se;vrb;+;5;0;0;4;
resguardar;vrb;+;3;0;0;3;
afeição;nom;+;5;0;0;3;
apegamento;nom;+;3;0;0;4;
transpor;vrb;+;4;0;0;3;
superar;vrb;+;3;2;0;3;
preguiçoso;adj,nom;-;0;6;0;3;
malandro;adj,nom;-;0;3;0;3;
educado;adj;+;5;0;0;3;
insigne;adj;+;7;0;0;3;
egrégio;adj;+;4;0;0;2;
afortunado;adj,nom;+;3;0;0;4;
ditoso;adj;+;4;0;0;4;
hesitação;nom;-;1;7;0;3;
entusiasmado;adj;-;3;9;0;4;
motivado;adj;+;2;0;0;4;
divergência;nom;-;0;3;1;4;
departimento;nom;+;2;1;0;4;
riqueza;nom;-;2;3;0;3;
posse;nom;+;1;0;0;2;
converso;adj,nom;-;0;2;0;6;
convertido;adj;-;0;2;0;5;
descrição;nom;+;1;0;0;4;
referimento;nom;A;1;1;0;4;
obcecação;nom;-;0;1;0;3;
ofuscação;nom;-;0;3;0;3;
etiqueta;nom;+;3;0;0;3;
camareira;nom;+;1;0;0;7;
obsequiar;vrb;+;2;0;0;3;
melindrar;vrb;+;3;2;0;3;
discutido;adj;+;3;1;0;4;
debatido;adj;A;1;1;0;4;
embravecer;vrb;+;1;0;0;3;
apanhar;vrb;+;7;0;0;2;
propositado;adj;+;1;0;0;3;
cuidado;adj,nom;+;3;0;0;2;
objectivo;nom,adj;+;3;0;0;3;
finalidade;nom;+;3;0;0;3;
brincadeira;nom;+;7;0;0;3;
patacoada;nom;+;2;1;0;3;
franqueza;nom;A;2;0;2;3;
lhaneza;nom;+;3;0;0;4;
flagelar;vrb;A;2;2;0;3;
santo;adj,nom;+;3;0;0;2;
almo;adj;+;5;0;0;3;
rígido;adj;-;2;7;0;3;
imaleável;adj;-;0;1;0;4;
mirar;vrb;+;2;0;0;2;
comirar;vrb;+;2;0;0;3;
tapeta;nom;-;0;2;0;5;
topeta;nom;-;0;1;0;5;
evacuar;vrb;0;0;0;1;2;
excretar;vrb;A;1;0;1;3;
inoportuno;adj;-;0;2;0;3;
desassazonado;adj;A;1;1;0;4;
patranha;nom;-;0;3;0;2;
embuste;nom;-;0;3;0;1;
pressa;nom;A;1;1;1;2;
alvoroço;nom;-;0;2;0;1;
mediação;nom;+;2;0;0;4;
terçaria;nom;+;2;0;0;5;
palpitação;nom;+;2;0;0;4;
ocupação;nom;+;3;0;0;3;
cargo;nom;+;2;0;0;3;
dissolvido;adj;A;1;1;0;4;
resoluto;adj;+;4;0;0;3;
ritual;nom;+;2;0;0;4;
manual;nom,adj;+;1;0;0;4;
aliviado;adj;+;1;0;0;4;
desagastado;adj;+;1;0;0;5;
assentar;vrb;0;0;1;5;3;
chimpar;vrb;0;0;0;4;3;
sobrevir;vrb;+;4;0;2;3;
ocorrer;vrb;+;3;0;2;3;
curvar;vrb;-;0;2;0;1;
flexionar;vrb;-;0;2;0;2;
hesitar;vrb;A;2;1;2;4;
duvidar;vrb;+;1;0;0;5;
discussão;nom;-;1;7;0;3;
debate;nom;-;0;7;0;4;
experimentado;adj;+;6;2;0;4;
sazonado;adj;+;3;0;0;4;
bonito;adj,nom;+;1;0;0;1;
bacana;adj;+;2;0;0;1;
poético;adj;+;1;0;0;3;
romântico;adj;A;2;2;0;4;
combinação;nom;+;7;1;0;3;
arranjinho;nom;+;2;0;0;3;
modificado;adj;-;0;1;0;4;
reformado;adj,nom;-;1;2;0;5;
vizindade;nom;+;1;0;0;5;
desorientar;vrb;-;1;3;0;3;
estontear;vrb;-;0;3;0;3;
degeneração;nom;-;2;4;0;3;
deterioração;nom;-;1;2;0;3;
apóstata;adj,nom;-;0;2;0;6;
tornadiço;adj;-;0;1;0;5;
culminância;nom;+;3;0;0;5;
auge;nom;+;6;1;0;4;
impedimento;nom;-;0;5;0;3;
obstrucionismo;nom;-;0;1;0;4;
desprender;vrb;+;2;0;1;3;
enodar;vrb;+;2;0;0;4;
tomada;nom;-;0;2;0;4;
tomadia;nom;-;0;1;0;5;
vistoso;adj;+;3;0;0;3;
luzido;adj;+;4;0;0;3;
singular;adj;+;7;0;0;3;
anómalo;adj;+;2;1;0;4;
soltar;vrb;0;1;0;3;2;
apressar-se;vrb;+;2;0;1;3;
insaciável;adj,nom;-;0;1;0;3;
insaturável;adj;-;0;1;0;4;
decurso;nom,adj;0;0;0;1;2;
correnteza;nom;0;0;0;1;3;
suprimir;vrb;A;4;4;1;3;
obliterar;vrb;A;2;0;2;3;
trato;nom;+;4;0;0;3;
tratamento;nom;+;2;0;0;4;
beatice;nom;-;0;1;0;4;
carolice;nom;-;0;1;0;5;
desafivelar;vrb;+;1;0;0;4;
desatacar;vrb;A;2;0;2;4;
desperdício;nom;-;0;3;0;3;
desgoverno;nom;-;0;4;0;3;
ruína;nom;+;7;1;0;2;
vestígio;nom;+;5;1;0;3;
prazer;nom,vrb;+;2;0;0;2;
contentamento;nom;+;5;0;0;2;
mamar;vrb;+;2;0;0;3;
chuchar;vrb;+;3;0;0;3;
doutrinar;vrb;A;1;0;1;3;
edificar;vrb;+;3;0;0;2;
paço;nom;-;0;1;0;6;
alcaçaria;nom;-;0;1;0;7;
prenunciar;vrb;+;4;0;1;4;
abrandar;vrb;-;1;7;0;3;
mitigar;vrb;A;1;1;0;3;
intermitente;adj;-;0;2;0;5;
acessional;adj;A;1;1;0;5;
lisonjear;vrb;+;2;0;0;3;
pajear;vrb;+;1;0;0;4;
gracejar;vrb;+;1;0;0;2;
zombar;vrb;+;3;0;0;3;
remoção;nom;A;1;1;0;4;
removimento;nom;-;0;1;0;5;
cacimba;nom;+;1;0;0;4;
zimbro;nom;+;2;0;0;5;
folião;adj,nom;A;1;1;0;5;
despender;vrb;0;1;1;3;3;
perpétuo;adj;+;4;0;0;4;
regularização;nom;+;1;0;0;4;
pauta;nom;+;1;0;0;3;
careta;nom,adj;+;4;1;0;4;
fosquinha;nom;+;1;0;0;3;
contender;vrb;+;4;0;0;3;
porfiar;vrb;+;3;0;2;4;
jactância;nom;-;0;2;0;2;
farelice;nom;-;0;1;0;3;
vão;adj,nom;-;5;6;1;4;
infrutífero;adj;-;0;4;0;4;
abegão;nom;+;3;0;0;4;
boieiro;nom;+;2;0;0;5;
até;adv;+;2;0;0;3;
inclusivamente;adv;+;1;0;0;4;
firmar;vrb;+;4;0;2;3;
fundar;vrb;0;2;0;3;2;
indignidade;nom;-;0;3;0;4;
fealdade;nom;-;0;1;0;3;
adular;vrb;+;11;0;0;4;
lágrimas;nom;-;0;1;0;5;
pranto;nom;-;0;5;0;4;
freima;nom;-;1;3;0;3;
truncado;adj;-;0;1;0;3;
rombo;adj,nom;-;0;4;0;3;
aspersão;nom;0;0;0;2;4;
perfusão;nom;0;0;0;1;5;
regular;adj,adv,vrb;A;0;1;1;1;
satisfatório;adj;+;2;0;0;2;
apoio;nom;+;2;0;0;3;
complementaridade;nom;+;2;0;0;4;
amamentação;nom;0;0;0;1;3;
criação;nom;0;2;0;3;2;
dilatar;vrb;+;1;0;0;2;
amplificar;vrb;+;5;0;0;2;
pândega;nom;+;6;1;0;3;
felustrias;nom;+;1;0;0;4;
despear;vrb;-;0;1;0;5;
desapear;vrb;-;0;1;0;4;
nariz;nom;+;3;0;0;3;
narigueta;nom;+;1;0;0;4;
incumbir;vrb;+;1;0;0;3;
delegar;vrb;+;1;0;0;4;
despachar;vrb;A;3;0;3;3;
despedir;vrb;0;0;0;3;2;
mimo;nom;+;4;1;0;3;
bijou;nom;+;3;0;0;4;
traquinice;nom;-;0;1;0;3;
tontura;nom;-;0;2;0;4;
piloura;nom;-;0;2;0;5;
presunçoso;nom,adj;A;1;1;1;3;
escaldar;vrb;+;1;0;0;2;
galanteador;nom,adj;-;1;2;0;6;
renteador;nom;-;0;1;0;6;
intruso;nom;-;0;1;0;3;
usurpador;nom;-;0;1;0;4;
causticar;vrb;+;4;0;0;4;
cláusula;nom;+;3;0;0;3;
condição;nom;+;4;0;0;2;
facúndia;nom;-;0;1;0;5;
repouso;nom;+;4;0;0;4;
olvido;nom;+;2;0;0;4;
lata;nom;+;3;0;0;4;
chocolateira;nom;+;2;0;0;5;
coito;nom,adj;+;1;0;0;4;
cópula;nom;+;1;0;0;3;
conceptualização;nom;+;1;0;0;3;
abstracção;nom;+;1;0;0;2;
questionar;vrb;+;2;0;1;4;
desafiar;vrb;0;3;0;4;3;
cavado;adj,nom;+;1;0;0;3;
fundo;adj,nom,adv;+;5;0;0;3;
marroaz;adj;-;0;3;0;4;
danificado;adj;-;0;2;0;3;
degradado;adj;-;0;1;0;3;
madrasta;adj;-;0;2;0;3;
manhoso;adj;-;1;2;0;2;
gírio;adj;A;1;1;0;3;
incutir;vrb;0;1;0;7;3;
inspirar;vrb;0;2;0;5;3;
perversão;nom;-;0;4;0;3;
corrupção;nom;-;0;2;0;2;
impresso;adj,nom;+;2;0;0;6;
estampado;adj;+;1;0;0;7;
misantrópico;adj;-;0;2;0;4;
descarga;nom;+;2;0;0;4;
alívio;nom;+;4;0;2;3;
referência;nom;A;1;0;1;4;
pedra-de-toque;nom;0;0;0;1;3;
obscuro;adj;-;1;5;0;3;
ambíguo;adj;-;0;7;0;3;
enrijar;vrb;+;1;0;0;2;
arrijar;vrb;+;1;0;0;3;
incoerência;nom;-;1;3;0;5;
prisão;nom;+;4;1;1;3;
captura;nom;+;2;0;0;4;
naval;adj;0;0;0;1;4;
afago;nom;A;1;1;0;2;
acalento;nom;-;0;1;0;1;
alcance;nom;+;3;0;0;2;
significado;nom;+;4;0;0;3;
desestabilizar;vrb;-;0;1;0;4;
diabrura;nom;A;1;1;0;3;
naufrágio;nom;-;0;2;0;3;
sinistro;nom,adj;-;0;3;0;2;
queimo;nom;-;1;2;0;4;
requeime;nom;-;0;1;0;5;
notificação;nom;+;2;0;0;5;
intimação;nom;+;2;1;0;5;
linhagem;nom;0;0;0;2;2;
aniagem;nom;0;0;0;1;3;
incontestável;adj;+;4;0;0;3;
indubitável;adj;+;1;0;0;2;
afadigar-se;vrb;0;0;0;2;3;
sargentear;vrb;0;1;0;2;4;
caganeta;nom;-;0;1;0;4;
trutinar;vrb;+;4;1;0;3;
directamente;adv;A;1;0;1;3;
direito;adv,adj,nom;+;2;0;0;2;
implacável;adj;-;0;1;0;3;
correcção;nom;+;7;1;1;3;
aprumo;nom;+;3;0;1;3;
saracotear-se;vrb;0;0;0;3;3;
peneirar;vrb;+;2;0;1;4;
agiota;nom;A;1;1;0;6;
preguista;nom;-;0;1;0;6;
observador;adj,nom;+;2;1;0;3;
borracheira;nom;-;0;3;0;3;
raposeira;nom;-;0;2;0;4;
falha;nom;+;3;2;0;3;
paráclase;nom;+;1;0;0;4;
procriar;vrb;0;0;0;1;2;
padrear;vrb;A;1;0;1;3;
exceder-se;vrb;+;2;0;0;3;
desmarcar;vrb;+;2;0;0;4;
tumulto;nom;-;0;8;0;2;
bafafá;nom;-;0;3;0;3;
largueza;nom;0;0;0;2;2;
tranquilidade;nom;+;9;0;0;4;
aninho;nom;+;2;0;0;4;
depressão;nom;-;0;2;0;3;
baixo-astral;nom,adj;-;0;1;0;2;
porte;nom;A;1;0;1;1;
oposto;adj,nom;-;0;3;0;2;
adverso;adj,nom;-;0;6;0;3;
delimitar;vrb;+;4;0;1;3;
enfiado;adj;+;1;0;0;3;
insucesso;nom;-;0;2;0;3;
nega;nom;A;1;1;0;4;
amansar;vrb;-;1;3;0;4;
desbravar;vrb;+;4;1;1;4;
fornecer;vrb;A;1;0;1;2;
ostentoso;adj;+;8;0;0;4;
espectaculoso;adj;+;1;0;0;3;
malcriado;adj,nom;-;0;7;0;3;
gaudério;adj;-;0;3;0;4;
percorrer;vrb;+;2;0;0;2;
palmilhar;vrb;+;1;0;0;3;
exibir-se;vrb;+;1;0;0;3;
pavonear;vrb;+;3;0;0;4;
proveito;nom;+;11;0;0;3;
aplicação;nom;+;4;0;0;3;
timão;nom;+;2;0;0;3;
chavelha;nom;+;2;0;0;4;
quimera;nom;-;0;2;0;2;
debouçar;vrb;+;1;0;0;5;
pernicioso;adj;-;0;4;0;2;
infesto;adj;-;0;1;0;3;
explicação;nom;+;2;0;0;3;
conta;nom;+;7;0;0;4;
descensão;nom;+;1;0;0;3;
cáustico;adj,nom;-;1;2;0;3;
remordaz;adj;-;0;1;0;4;
juízo;nom;+;4;0;0;2;
estimativa;nom;+;2;0;0;3;
papa-figos;nom;-;0;1;0;6;
fulecra;nom;-;0;1;0;7;
carniceiro;adj,nom;-;0;2;0;3;
batota;nom;-;0;3;0;3;
mandinga;nom;+;2;1;0;4;
entrebater;vrb;A;1;0;1;4;
esquadria;nom;+;2;0;0;3;
esquadro;nom;+;1;0;0;4;
desmanchar-se;vrb;A;0;1;1;3;
esfiapar;vrb;0;0;0;1;4;
desgraçadamente;adv;0;0;0;1;10;
ruinosamente;adv;0;0;0;1;11;
pancadaria;nom;A;2;2;0;4;
comida-de-urso;nom;+;1;0;0;5;
rezingão;nom;A;1;1;0;5;
repontão;nom,adj;+;1;0;0;5;
recusar;vrb;A;1;0;1;3;
negacear;vrb;+;1;0;0;4;
curandeiro;nom;+;1;0;0;5;
curador;nom;+;1;0;0;6;
ajudar;vrb;+;5;0;0;3;
ministrar;vrb;0;2;0;4;3;
aprovação;nom;+;7;0;0;4;
amém;nom;+;2;0;0;4;
intrigar;vrb;-;1;3;1;3;
mexericar;vrb;0;1;1;2;3;
opinar;vrb;+;1;0;0;2;
querer;vrb,nom;+;3;0;2;3;
amedrontar;vrb;-;0;4;0;4;
horrorizar;vrb;A;1;1;0;5;
bordalengo;adj;-;0;3;0;3;
desavindo;adj;-;0;3;0;5;
diferente;adj;-;0;4;0;4;
perfurar;vrb;+;2;0;0;3;
terebrar;vrb;+;1;0;0;3;
virar-se;vrb;0;0;1;5;3;
voltar;vrb;0;1;0;4;2;
justo;adj;+;8;0;0;3;
razoável;adj;+;6;0;0;2;
carência;nom;+;4;1;0;3;
indigência;nom;-;1;3;0;4;
sacana;nom;-;0;3;0;3;
cabrão;nom;-;0;2;0;4;
ventana;nom;-;0;1;0;4;
ventã;nom;A;1;1;0;5;
melhoramento;nom;0;0;0;2;2;
mealha;nom;A;1;1;0;7;
mealho;nom;+;1;0;0;7;
desengrossar;vrb;A;1;0;1;4;
